TIME_PERIOD,REF_AREA,MEASURE,COUNTRY,MEASURE_CAT,UNIT,SEX,OBS_VALUE
1/1/1975,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Male,111.4
1/1/1975,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Female,111.4
1/1/1975,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Total,49.6
1/1/1975,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Male,49.6
1/1/1975,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Female,49.6
1/1/1975,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Total,41.8
1/1/1975,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Male,41.8
1/1/1975,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Female,41.8
1/1/1975,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Total,70.6
1/1/1975,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Male,70.6
1/1/1975,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Female,70.6
1/1/1975,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Total,106.1
1/1/1975,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Male,106.1
1/1/1975,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Female,106.1
1/1/1975,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Female,64.56
1/1/1975,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Male,64.56
1/1/1975,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Total,64.56
1/1/1976,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Total,3162
1/1/1976,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Male,3162
1/1/1976,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Female,3162
1/1/1976,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Total,3115
1/1/1976,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Male,3115
1/1/1976,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Female,3115
1/1/1976,CHN,Calories supply,China,CLS,Kilocalories per person per day,Total,1875
1/1/1976,CHN,Calories supply,China,CLS,Kilocalories per person per day,Male,1875
1/1/1976,CHN,Calories supply,China,CLS,Kilocalories per person per day,Female,1875
1/1/1976,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Total,2312
1/1/1976,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Male,2312
1/1/1976,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Female,2312
1/1/1976,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Total,3146
1/1/1976,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Male,3146
1/1/1976,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Female,3146
1/1/1976,IND,Calories supply,India,CLS,Kilocalories per person per day,Total,1923
1/1/1976,IND,Calories supply,India,CLS,Kilocalories per person per day,Male,1923
1/1/1976,IND,Calories supply,India,CLS,Kilocalories per person per day,Female,1923
1/1/1976,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Total,2054
1/1/1976,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Male,2054
1/1/1976,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Female,2054
1/1/1976,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Total,2751
1/1/1976,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Male,2751
1/1/1976,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Female,2751
1/1/1976,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Total,3064
1/1/1976,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Male,3064
1/1/1976,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Female,3064
1/1/1976,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Total,2606
1/1/1976,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Male,2606
1/1/1976,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Female,2606
1/1/1976,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Total,3235
1/1/1976,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Male,3235
1/1/1976,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Female,3235
1/1/1976,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Total,2851
1/1/1976,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Male,2851
1/1/1976,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Female,2851
1/1/1976,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Total,3010
1/1/1976,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Male,3010
1/1/1976,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Female,3010
1/1/1976,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Total,3169
1/1/1976,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Male,3169
1/1/1976,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Female,3169
1/1/1976,USA,Calories supply,United States,CLS,Kilocalories per person per day,Total,3163
1/1/1976,USA,Calories supply,United States,CLS,Kilocalories per person per day,Male,3163
1/1/1976,USA,Calories supply,United States,CLS,Kilocalories per person per day,Female,3163
1/1/1976,WLD,Calories supply,World,CLS,Kilocalories per person per day,Female,2762.4
1/1/1976,WLD,Calories supply,World,CLS,Kilocalories per person per day,Male,2762.4
1/1/1976,WLD,Calories supply,World,CLS,Kilocalories per person per day,Total,2762.4
1/1/1976,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Total,103.9
1/1/1976,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Male,103.9
1/1/1976,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Female,103.9
1/1/1976,AUS,Fat supply,Australia,FTS,Grammes per person per day,Total,111.9
1/1/1976,AUS,Fat supply,Australia,FTS,Grammes per person per day,Male,111.9
1/1/1976,AUS,Fat supply,Australia,FTS,Grammes per person per day,Female,111.9
1/1/1976,CHN,Fat supply,China,FTS,Grammes per person per day,Total,24.3
1/1/1976,CHN,Fat supply,China,FTS,Grammes per person per day,Male,24.3
1/1/1976,CHN,Fat supply,China,FTS,Grammes per person per day,Female,24.3
1/1/1976,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Total,68.4
1/1/1976,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Male,68.4
1/1/1976,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Female,68.4
1/1/1976,FIN,Fat supply,Finland,FTS,Grammes per person per day,Total,134.4
1/1/1976,FIN,Fat supply,Finland,FTS,Grammes per person per day,Male,134.4
1/1/1976,FIN,Fat supply,Finland,FTS,Grammes per person per day,Female,134.4
1/1/1976,IND,Fat supply,India,FTS,Grammes per person per day,Total,30.7
1/1/1976,IND,Fat supply,India,FTS,Grammes per person per day,Male,30.7
1/1/1976,IND,Fat supply,India,FTS,Grammes per person per day,Female,30.7
1/1/1976,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Total,29.9
1/1/1976,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Male,29.9
1/1/1976,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Female,29.9
1/1/1976,JPN,Fat supply,Japan,FTS,Grammes per person per day,Total,64.8
1/1/1976,JPN,Fat supply,Japan,FTS,Grammes per person per day,Male,64.8
1/1/1976,JPN,Fat supply,Japan,FTS,Grammes per person per day,Female,64.8
1/1/1976,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Total,123.4
1/1/1976,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Male,123.4
1/1/1976,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Female,123.4
1/1/1976,PER,Fat supply,Peru,FTS,Grammes per person per day,Total,51.2
1/1/1976,PER,Fat supply,Peru,FTS,Grammes per person per day,Male,51.2
1/1/1976,PER,Fat supply,Peru,FTS,Grammes per person per day,Female,51.2
1/1/1976,ROU,Fat supply,Romania,FTS,Grammes per person per day,Total,92.9
1/1/1976,ROU,Fat supply,Romania,FTS,Grammes per person per day,Male,92.9
1/1/1976,ROU,Fat supply,Romania,FTS,Grammes per person per day,Female,92.9
1/1/1976,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Total,64
1/1/1976,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Male,64
1/1/1976,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Female,64
1/1/1976,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Total,121.3
1/1/1976,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Male,121.3
1/1/1976,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Female,121.3
1/1/1976,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Total,135.6
1/1/1976,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Male,135.6
1/1/1976,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Female,135.6
1/1/1976,USA,Fat supply,United States,FTS,Grammes per person per day,Total,126.1
1/1/1976,USA,Fat supply,United States,FTS,Grammes per person per day,Male,126.1
1/1/1976,USA,Fat supply,United States,FTS,Grammes per person per day,Female,126.1
1/1/1976,WLD,Fat supply,World,FTS,Grammes per person per day,Female,85.52
1/1/1976,WLD,Fat supply,World,FTS,Grammes per person per day,Male,85.52
1/1/1976,WLD,Fat supply,World,FTS,Grammes per person per day,Total,85.52
1/1/1976,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Total,70.1
1/1/1976,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Male,70.1
1/1/1976,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Female,70.1
1/1/1976,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Total,86.1
1/1/1976,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Male,86.1
1/1/1976,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Female,86.1
1/1/1976,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Total,5.1
1/1/1976,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Male,5.1
1/1/1976,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Female,5.1
1/1/1976,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Total,58.8
1/1/1976,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Male,58.8
1/1/1976,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Female,58.8
1/1/1976,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Total,85.7
1/1/1976,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Male,85.7
1/1/1976,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Female,85.7
1/1/1976,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Total,24.6
1/1/1976,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Male,24.6
1/1/1976,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Female,24.6
1/1/1976,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Total,20.3
1/1/1976,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Male,20.3
1/1/1976,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Female,20.3
1/1/1976,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Total,56.9
1/1/1976,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Male,56.9
1/1/1976,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Female,56.9
1/1/1976,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Total,96.5
1/1/1976,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Male,96.5
1/1/1976,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Female,96.5
1/1/1976,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Total,127.2
1/1/1976,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Male,127.2
1/1/1976,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Female,127.2
1/1/1976,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Total,41.4
1/1/1976,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Male,41.4
1/1/1976,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Female,41.4
1/1/1976,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Total,30.7
1/1/1976,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Male,30.7
1/1/1976,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Female,30.7
1/1/1976,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Total,91.4
1/1/1976,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Male,91.4
1/1/1976,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Female,91.4
1/1/1976,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Total,56.9
1/1/1976,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Male,56.9
1/1/1976,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Female,56.9
1/1/1976,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Total,98.8
1/1/1976,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Male,98.8
1/1/1976,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Female,98.8
1/1/1976,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Female,63.36666667
1/1/1976,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Male,63.36666667
1/1/1976,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Total,63.36666667
1/1/1976,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Total,100.7
1/1/1976,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Male,100.7
1/1/1976,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Female,100.7
1/1/1976,AUS,Protein supply,Australia,PRS,Grammes per person per day,Total,112.7
1/1/1976,AUS,Protein supply,Australia,PRS,Grammes per person per day,Male,112.7
1/1/1976,AUS,Protein supply,Australia,PRS,Grammes per person per day,Female,112.7
1/1/1976,CHN,Protein supply,China,PRS,Grammes per person per day,Total,46.5
1/1/1976,CHN,Protein supply,China,PRS,Grammes per person per day,Male,46.5
1/1/1976,CHN,Protein supply,China,PRS,Grammes per person per day,Female,46.5
1/1/1976,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Total,59.5
1/1/1976,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Male,59.5
1/1/1976,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Female,59.5
1/1/1976,FIN,Protein supply,Finland,PRS,Grammes per person per day,Total,93.1
1/1/1976,FIN,Protein supply,Finland,PRS,Grammes per person per day,Male,93.1
1/1/1976,FIN,Protein supply,Finland,PRS,Grammes per person per day,Female,93.1
1/1/1976,IND,Protein supply,India,PRS,Grammes per person per day,Total,47.9
1/1/1976,IND,Protein supply,India,PRS,Grammes per person per day,Male,47.9
1/1/1976,IND,Protein supply,India,PRS,Grammes per person per day,Female,47.9
1/1/1976,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Total,40.4
1/1/1976,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Male,40.4
1/1/1976,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Female,40.4
1/1/1976,JPN,Protein supply,Japan,PRS,Grammes per person per day,Total,88.3
1/1/1976,JPN,Protein supply,Japan,PRS,Grammes per person per day,Male,88.3
1/1/1976,JPN,Protein supply,Japan,PRS,Grammes per person per day,Female,88.3
1/1/1976,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Total,94.3
1/1/1976,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Male,94.3
1/1/1976,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Female,94.3
1/1/1976,PER,Protein supply,Peru,PRS,Grammes per person per day,Total,76.5
1/1/1976,PER,Protein supply,Peru,PRS,Grammes per person per day,Male,76.5
1/1/1976,PER,Protein supply,Peru,PRS,Grammes per person per day,Female,76.5
1/1/1976,ROU,Protein supply,Romania,PRS,Grammes per person per day,Total,92.5
1/1/1976,ROU,Protein supply,Romania,PRS,Grammes per person per day,Male,92.5
1/1/1976,ROU,Protein supply,Romania,PRS,Grammes per person per day,Female,92.5
1/1/1976,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Total,74.2
1/1/1976,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Male,74.2
1/1/1976,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Female,74.2
1/1/1976,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Total,95.9
1/1/1976,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Male,95.9
1/1/1976,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Female,95.9
1/1/1976,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Total,88.8
1/1/1976,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Male,88.8
1/1/1976,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Female,88.8
1/1/1976,USA,Protein supply,United States,PRS,Grammes per person per day,Total,101.1
1/1/1976,USA,Protein supply,United States,PRS,Grammes per person per day,Male,101.1
1/1/1976,USA,Protein supply,United States,PRS,Grammes per person per day,Female,101.1
1/1/1976,WLD,Protein supply,World,PRS,Grammes per person per day,Female,80.82666667
1/1/1976,WLD,Protein supply,World,PRS,Grammes per person per day,Male,80.82666667
1/1/1976,WLD,Protein supply,World,PRS,Grammes per person per day,Total,80.82666667
1/1/1976,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Female,13.6
1/1/1976,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Male,9.3
1/1/1976,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Total,11.5
1/1/1976,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Female,7.7
1/1/1976,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Male,9.1
1/1/1976,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Total,8.4
1/1/1976,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Female,0.7
1/1/1976,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Male,0.2
1/1/1976,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Total,0.5
1/1/1976,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Female,12.7
1/1/1976,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Male,6.5
